overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
5.0,,False,"04 14, 2013",A307YFSORUAXSQ,1609580427,{'Format:': ' Paperback'},NYCPickyMom,"My 10 year old daughter read this book from cover to cover, without stopping. It discusses a wide range of topics from menstruation, proper grooming, self breast exams, etc to peer pressure. It provided this awkward information in an easy to read format for young girls. It also has pictures, which one of my daughter's friends called inappropriate (the breast from the breast exam article)but the rest of the girls enjoyed the different articles and actually discussed them. I also liked that it gave my daughter the confidence to ask me questions about her changing body. It made the conversation that much easier when she was able to approach me with her questions. This book should be given to all growing girls who are starting to have questions about their bodies.",Daughter loves it,1365897600,
5.0,,False,"04 14, 2013",A1I6U5AQAT3ZG9,1609580427,{'Format:': ' Paperback'},E. B. MULLIGAN,"I mistakenly got this for my 7 going on 8 year old and she very excitedly started reading the book before I had a chance to read it myself. And it was about 3 years too early for her.  She was fine with the content but most was over her head and more mature information than I would like for her to be learning at age 7 ie how to use a tampon and how to do a breast exam.

Not recommended for girls under 11 years of age unless onset of puberty is expected.",Not recommended for girls under 11 years unless showing onset of puberty,1365897600,
5.0,,False,"04 12, 2013",A2TSTJP0B3A3H5,1609580427,{'Format:': ' Paperback'},J.Prather,"The folks at American Girl once again prove that they know what's on the minds of young girls.  This updated version of The Care and Keeping of You provides a thorough look at many questions facing girls ages 11 to 13.  It provides a nice balance between the practical and the emotional, giving frank and straightforward information about managing your period and some realistic explanations and ideas for relating to friends and family when your moods are swinging off the charts.

I particularly admired the sections on body image and self-esteem and the emphasis placed on the ideas that no body is perfect and we all develop at different rates.  The Q & A sections put things in a girl's perspective, which will perhaps provide a useful resource for moms who are struggling to figure out just what's going on in the mind of their temperamental pre-teen.

There are straight forward and graphic instructions with cartoon illustrations showing the proper technique for a self-breast exam and how to insert a tampon.  Parents shouldn't shy away from these straight forward portrayals as they effectively provide accurate information in a way that will help every young girl learn to appreciate her body and its changes.

The Care and Keeping of You 2 is a must have for any young girl facing puberty and the physical and emotional changes that go along with it.  As The Letter to You states at the very beginning of this well packaged book, this book will help young girls learn how to ask questions when they are worried.  This is a great resource and an enthusiastic recommend for parents and daughters.",Helping young girls learn how to ask questions.,1365724800,
3.0,69,False,"04 11, 2013",A1JOANG98KBFKU,1609580427,{'Format:': ' Paperback'},Rachel Dawn,"I agree with most of the reviews in stating that the book is thorough, down to earth and explicit while remaining tasteful and tactful for the information presented. My one caveat is that I would NOT give this to an 8 year old. Some of the pictures are rather graphic, and I feel that teaching an 8 year old how to insert a tampon and do a breast self-exam is pushing the envelope just a bit. If you want to use this book for kids under about 11, I would do so with discretion. Don't just hand them the book. Look at it first and discuss certain parts with your child. Not all of the content is appropriate for all the ages stated, though some is.
Keep in mind that this book is NOT written from a religious vantage point, so you may have slightly different views on several issues or the way that they are handled. It is more of a matter-of-fact view of issues, options and choosing the path that is best for you. I certainly intend to use the book with my girls, but I would not simply hand it to them off the cuff without discussing the info personally before allowing them to read through it.
Some subjects may be hard to discuss, but they need to be. Handing a child a book is not the same as talking with them regarding their concerns. I see a potential for parents to buy the book and hand it off to their children with a ""that takes care of that"" demeanor. No matter what they read, there will be questions. I strongly urge anyone using this to read the book first themselves and if your religious or personal convictions conflict with some of the information given in the book, take time to discuss those differences.","Very well done, but I wouldn't give it to an 8 year old.",1365638400,
5.0,,False,"04 10, 2013",AHUT55E980RDR,1609580427,{'Format:': ' Paperback'},Neal Reynolds,"This is a perfect down to earth book presenting all the maturing girl needs to know.  It of course doesn't supplant mother-daughter conversations, but it's perfect for both to read and discuss.  It covers basic nutrition and health advice along with frank and concise concerning the changes in the girl's body.  There's no talking down to the reader, nor is it dull text book reading.  And it's all presented in a format that makes for interesting reading.  I can't be too strong in my recommendation for this book.",Every girl approaching puberty should read this,1365552000,
5.0,,False,"04 10, 2013",A376OJHLE6SU9Q,1609580427,{'Format:': ' Paperback'},M. Wolf,"Bras to tampons
Zits to Pits
Mood, body image, and lots in between with illustrations to boot.

Illustrations while detailed and informative are also ""basic"" and non-threatening.  Simple and clear but not so graphic that the ""eww"" factor kicks in

This is a book that I feel comfortable gifting and letting my granddaughter read when she is old enough.  I feel the information is presented in a clear factual manner.

---  I'm very impressed.","Clear, factual, illustrated",1365552000,
5.0,,True,"04 5, 2013",A23CHR42SSZMFS,1609580427,{'Format:': ' Paperback'},merryweather,"My daughter read the first volume many times, and told me that this version was now available for older girls...it is terrific!  This will become another well-read book in our house.",A great book for older girls,1365120000,
5.0,,False,"04 5, 2013",A2IVZ0IEQ1VADB,1609580427,{'Format:': ' Paperback'},Mktggirl1,"We have the first book, and my daughter read it cover to cover when she was 9.  When this one arrived, I handed it over and she rolled her eyes.  However; later, she asked me some questions about some of the things she had read and it really opened up some conversations that we needed to have.  I know there are a couple parts, she skipped over, because she thought they were ""weird"" or ""gross,"" but in due time she will be ready for that info as well.  I notice they really don't absorb what they aren't ready for anyway.  Overall, great book, and I would recommend it to any pre-teen girl.",Spot on for my 10 year old,1365120000,
5.0,,True,"03 29, 2013",A3KNWN7C8YGKXR,1609580427,{'Format:': ' Paperback'},Mrs G,"I bought this book for my daughters and they love it.  I bought them ""The Care of Keeping YOU"" first (which was a hit).",This book is a big hit with my daughters.,1364515200,
5.0,,True,"03 23, 2013",A2DWE9KWOBRL6R,1609580427,{'Format:': ' Paperback'},Linzer,"I purchased this for my daughter as she begins to enter puberty. We'll go over some of it together, and I'll let her explore the rest on her own as she feels comfortable and ready to do so. That's the wonderful thing about the AG books - you can trust them to give just enough information without going too far into the details. I think that the illustrations and graphics are very appealing and make the book fun to read. I purchased this as a companion to ""Head to Toe Guide to You"", which is also a fabulous resource that touches on some of the same topics, but also covers others as well.",Another wonderful AG resource!,1363996800,
5.0,,False,"03 15, 2013",A2F09EWKV3MTO2,1609580427,{'Format:': ' Paperback'},StillWaters,"I ordered this book for my 11 year old sister, since she had read the first one. It is an age appropriate look at the changes they are going through, and also discusses important emotional issues. Puberty is a tough time and I think books like these are great for helping them feel more comfortable with the changes. Even if you talk to them they may not feel comfortable asking certain questions, and books like this one can help.",Great book for young girls,1363305600,
5.0,129,True,"03 3, 2013",A262R1JTEZEQ2L,1609580834,{'Format:': ' Paperback'},DDTMom,"This has been a great book for my almost 10 year old and I to read together. She is changing but was completely freaked out by the detail in what used to be the one book. Reading together a book which introduces/addresses potentially difficult topics but using perfectly benign language and illustrations has allowed her to ask some questions, talk about some awkward social situations, and allowed me to gauge how she is feeling about herself. I can't thank American Girl enough for their series of 'advice' books; my daughter responds to them well and as I a parent appreciate the dialogue which these books help open up between us.","Great book, so glad that they split info into two 'age' groups!",1362268800,
5.0,,True,"04 24, 2018",A2XCUL7A6HZE9Y,1609580834,{'Format:': ' Paperback'},Ferguson,My daughter read this book and it was great she doesn't like to take my (mom's) word for things but when this book said the same things as me she felt more confident in my answers.,My daughter read this book and it was great she doesn't like to take my (mom's) word for ...,1524528000,
5.0,,True,"04 10, 2018",A113JL355TBC33,1609580834,{'Format:': ' Paperback'},Amazon Customer,My almost 11 year old is loving it and finding it very helpful and informative.,Five Stars,1523318400,
4.0,,True,"04 2, 2018",A3KWMLW07UU138,1609580834,{'Format:': ' Paperback'},ProudMother,Good book for mother and daughter to read.  I don't agree with everything in it but that is why my daughter and I read it together and discussed it.,Good book for mother and daughter to read,1522627200,
5.0,,True,"03 29, 2018",A1UEVS4237O28R,1609580834,{'Format:': ' Paperback'},Fay A. Wooley,"I have this in the wings, waiting for the ""right time"".",Five Stars,1522281600,
1.0,2,False,"03 20, 2018",A2OYPAJZ6454RV,1609580834,{'Format:': ' Paperback'},Teresa B,"I agree with the body image statements. My daughter will be 11 in 4 months and has never thought badly about any part of her. She doesn't even know judging people is a thing.  She knows people come in all shapes and sizes. That looking the same is boring. Also, shaving is bad for you, and even worse for the environment. We are women who are comfortable being so in my family. We don't want to look like hairless children forever. 2 pages on shaving your ""hairy legs"" is just idiotic body shaming propoganda. There's nothing wrong with being the strong beautiful WOMAN you're suppose to be. Sad that when girls start to become women they're told to remove all evidence of it.",That looking the same is boring. Also,1521504000,
5.0,,True,"03 19, 2018",AT2VAE217JAYG,1609580834,{'Format:': ' Paperback'},mrs.phicks,Great book to use a discussion for young girl growing into adolescence stage of development.,Five Stars,1521417600,
5.0,,True,"03 17, 2018",A1UDFV9T79H9TO,1609580834,{'Format:': ' Paperback'},Megan Wilhelm,I love this book. I had it when I was a kid and now I bought it for my daughter. This book helps teach them very important things that they need to know and helps me (the mom) not have to have a awkward conversation with my daughter. Now I can just answer any questions she has about what she learned. It will definitely be passed on to my younger daughter when its time.,Best book with answers for every pre-teen,1521244800,
5.0,,True,"03 16, 2018",A2SP55RIZJGDRG,1609580834,{'Format:': ' Paperback'},Melissa Newell Wootton,This is definitely the best book out there for younger girls. It tells them everything that they need to know about body care. It really helped my daughter and I have open discussions.,This is definitely the best book out there for younger girls,1521158400,
5.0,,True,"03 12, 2018",A11Z1MDB1HKYDQ,1609580834,{'Format:': ' Paperback'},Laura Lago,"Bought for my daughter, and shes read it multiple times. Its very well written for young girls to understand what to expect.","Bought for my daughter, and shes read it multiple ...",1520812800,
5.0,,True,"03 11, 2018",AQC53UF3AE29O,1609580834,{'Format:': ' Paperback'},NnH,a great book to help explain things to your little girl.,Five Stars,1520726400,
3.0,,True,"03 9, 2018",A3BVY4SZGILOTK,1609580834,{'Format:': ' Paperback'},April K,"I made sure to read this first, before letting my 9 year old read it.  There were some things in there I did not like.  A lot of the info I thought was good and was fine with her reading, so I just covered up the stuff I didn't want her reading.  The stuff I covered up, were about negative body image.  One example is about freckles.  My daughter has freckles, and it is not a negative thing to her.  In the book, there is a girl saying how she hates her freckles and wants to know how to get rid of them, and talks about creams to lighten them.  The book does say to embrace them and gives the girl good advice, but I didn't want to put in my daughter's head that freckles are a negative thing, which is what I felt when I read it.  It addresses other issues, and it offers good advice, however, my daughter has zero issues with some topics discussed and I don't want her suddenly thinking, ""Oh!  Am I fat?  Am I flat chested?"", etc.  The book addresses negative self image, which is great if a girl needs it.  Also, in the beginning it says how the things in the book can be embarrassing to talk about.  I omitted that, because it shouldn't be embarrassing, and I don't think it will be unless I make it uncomfortable..  She hasn't finished the book yet, but she has been excited to talk to me about what she's reading.  My advice would be just to read it first and make sure it's giving the info you want her to have.",Read it first.,1520553600,
5.0,,True,"02 25, 2018",A1CY6E2VEGX73A,1609580834,{'Format:': ' Paperback'},Cookie&#039;s Mom,So glad I purchased this book.  It was very informative without being overly graphic or embarrassing.  My daughter and I read this together and I am looking forward to reading book number 2 with her when she gets slightly older.,Good book,1519516800,
5.0,,True,"02 23, 2018",A2BIHRHPDO3SMZ,1609580834,{'Format:': ' Paperback'},Kate,Awesome book for pre teens.,Five Stars,1519344000,
5.0,,True,"02 5, 2018",A2YPEC50ZJASHE,1609580834,{'Format:': ' Paperback'},ntech1,"Awesome book for pre-teens about body changes, including the periods.  Daughter likes to read it.  Would like to see a bit less emphasis on tampons for book #1 (book #2, sure) but oh well.",Great book for preteens,1517788800,
5.0,,True,"02 5, 2018",AYXHEZRF84GR7,1609580834,{'Format:': ' Paperback'},DblA-ron,My 10 year old daughter LOVES these books.  Fun and easy to read and packed with great information!,Fun and easy to read and packed with great information,1517788800,
5.0,,True,"01 31, 2018",AZZDA8IHJYD9,1609580834,{'Format:': ' Paperback'},Kann Ro ,"Purchased for my 10 year old after I bought Girling Up by Mayim B, which is a wonderful book and parts of it she is ready for, but parts of it are WAY too advanced. This is a much more age appropriate fit.  We've enjoyed all of the American Girl books so far, we own 7.",which is a wonderful book and parts of it she is ready for,1517356800,
5.0,,True,"01 31, 2018",A34K2SBN811XJO,1609580834,{'Format:': ' Paperback'},Jane Husband,Great!!,Five Stars,1517356800,
5.0,,True,"01 27, 2018",A2HVJUXRT1RMH,1609580834,{'Format:': ' Paperback'},Brian Lev,"My sister asked me to buy this book for my niece, age 8-1/2, who was beginning to show real curiosity about her body (many of her best friends are 10 and 11 and thus are a bit ahead of her).  My niece picked up the book on her own and spent almost an hour skimming through it seemingly randomly, and since then she & my sister have used it to address several specific questions she's had. The book presents the information in a way easy for my niece to understand without speaking down to her, and the presentation is ""matter of fact"" enough for my sister to feel completely comfortable having her read the book with or without her participation.",Has Been Great for an 8-1/2 Year Old Girl Beginning to Wonder,1517011200,
5.0,,True,"01 25, 2018",A1V793BZ8YYW4L,1609580834,{'Format:': ' Paperback'},MK,Good addition to our school library.,Five Stars,1516838400,
4.0,,True,"01 15, 2018",A2NPAKG4T9U66T,1609580834,{'Format:': ' Paperback'},Robert S.,She is still reading it.,Four Stars,1515974400,
5.0,,True,"01 15, 2018",A2C0PWIW8TGMJQ,1609580834,{'Format:': ' Paperback'},Momma Dedmon,As described! Thanks!,Five Stars,1515974400,
5.0,,True,"01 14, 2018",A4T7UBLXOAEHG,1609580834,{'Format:': ' Paperback'},Becky Richardson,Im reading this with my 9 yo daughter and its great. I love being able to stop and give my experiences with things in the book.,Great to read with your daughter!,1515888000,
5.0,,True,"01 10, 2018",A20CV3PFFTGJ8Q,1609580834,{'Format:': ' Kindle Edition'},Annette,"Both of my granddaughters read the book and said it answered some of the questions they had. Preteens don't open up about these topics, and the book anticipates what they might want to know.",A book for preteen girls,1515542400,
5.0,,True,"01 7, 2018",A12NINTFOZNX80,1609580834,{'Format:': ' Paperback'},Wedg,Great American Girl product.,Five Stars,1515283200,
2.0,3,True,"01 5, 2018",AH8EYISKRY42Z,1609580834,{'Format:': ' Paperback'},TBD,"With a topic like puberty, I wanted to read this before giving it to my daughter and I'm glad I did.

The Good:

It's got nice pictures throughout.  The writing is simple and easy to understand, working well for girls that are either teenagers, pre-teens, or girls even just curious and wanting to learn more about their bodies.

The Bad:

It introduces girls to a lot of topics that as a mom, I'm not impressed with.  I don't like that the author talks about body imagery as though it's a negative thing and that girls shouldn't be offended by what others think.  While I agree that it's not about what others think, an 8-year doesn't need to be worried about the possibility that someone *MAY* be judging her.  Why plant that seed of self-doubt when all there is is confidence now?

The other thing I'm not a fan of is that while this does talk a lot about adolescent things girls will go through such as growing body hair, body odor, acne, growing a chest, and getting your period, the book however does not talk about WHY a girl goes through these changes.  Not that I think a girl should learn about the birds and the bees from a book but the book shouldn't assume that a young girl is going to understand why she's bleeding once a month ""down there.""  By itself, it can leave room for a lot of questions and a lot of fear with someone young.","Be ready to be a mom first, then read WITH your daughter",1515110400,
5.0,,True,"01 5, 2018",A1LKS2SGKQK22W,1609580834,{'Format:': ' Paperback'},Annie M Guyton,"Great book sat down with 7 and 9 year old granddaughters and reviewed entire book. Thank you. I learned some things too,",Great book sat down with 7 and 9 year old ...,1515110400,
5.0,,True,"12 26, 2017",A32VFGENTEKVQS,1609580834,{'Format:': ' Paperback'},Christina M,"This is one of the best books any young girl could ever read. I purchased this for my oldest about 10 years ago and passed it on to my now 11 year old. Bought the second book and the feelings book. Also, purchased one for my niece. It was helpful and made them feel a bit easier about asking questions.",Amazing book for young girls/ladies,1514246400,
5.0,,False,"12 19, 2017",AV3FA4T38GU2V,1609580834,{'Format:': ' Paperback'},Frieda J,"Really, really pleased with this book and how it presents the info. My daughter (10 y/o) and I have had wonderful, relaxed chats over it. Pictures are super. Love the format. I'd recommend this to anyone.",Perfect book for a maturing little girl.,1513641600,
5.0,,True,"12 18, 2017",A1L7IVL3XW3N44,1609580834,{'Format:': ' Paperback'},C&amp;amp;B,Great way to bring up topics that may be difficult with a young girl!,Five Stars,1513555200,
5.0,,True,"12 16, 2017",A1KXSVWJYP48UF,1609580834,{'Format:': ' Paperback'},LA,Kids loved the simplicity,Five Stars,1513382400,
5.0,,True,"12 13, 2017",A1VY5SXL3EFY60,1609580834,{'Format:': ' Paperback'},Davis,I recommend this. Gave to my almost 10 year old  daughter and just read it through with her.  It made for some very nice mother daughter time and I think she will reference this book on her own. I did get the journal to go with it. Recommend that too.,Helpful and reassuring for my daughter,1513123200,"['https://images-na.ssl-images-amazon.com/images/I/71MBm9j-YyL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/813GTQsQAUL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81+mIqyYPqL._SY88.jpg']"
5.0,,True,"12 8, 2017",A1TYVBT8BLVIZR,1609580834,{'Format:': ' Paperback'},Karyl Ann,This 67 year old grandmother learned a lot from this book!,Five Stars,1512691200,
5.0,,True,"12 7, 2017",A1X1KB1LVPMTHO,1609580834,{'Format:': ' Paperback'},hillary &amp; Justine ,My best friend had this book when we were younger. We would reference it all the time. We were in 4th/5th grade. I just got it for my 7 year old and I think shes definitely interested in it. I bought it hoping she could reference it for years as things change with her body and mind.,Fantastic book! I read it as a kid! And loved it. Now hoping my girl loves it too,1512604800,['https://images-na.ssl-images-amazon.com/images/I/71xeWZODo8L._SY88.jpg']
5.0,,True,"12 6, 2017",A2GVQFDOPOIMJY,1609580834,{'Format:': ' Paperback'},Kellie M.,Good book for going into those teenage yrs.,Five Stars,1512518400,
5.0,,True,"12 4, 2017",A2PK137IBKJOZU,1609580834,{'Format:': ' Paperback'},Laura Fritz,great,Five Stars,1512345600,
5.0,,True,"12 2, 2017",AULDDIOHU5I60,1609580834,{'Format:': ' Paperback'},Gypsy Pearl,"I bought this for my daughter for her 10th birthday, and she couldn't put it down. She probably read it at least four times since then. It opened up the door for a lot of constructive conversation between her and I, and  in a way that didn't make her feel embarrassed or shy.",I bought this for my daughter for her 10th birthday ...,1512172800,
2.0,,True,"11 29, 2017",A21G7JFPTS2TE7,1609580834,{'Format:': ' Paperback'},Amazon Customer,"This is for younger children yet it talks about periods and other puberty girl issues. This book even shows how to insert a tampon or pad!! I ripped those pages out, the rest of the book Im happy with. Love that it talks about nutrition as well. AG needs to edit this book to make it more so for the younger audience who doesnt need to know about menstrual issues just yet.",Talks about periods and how to insert pads/tampons,1511913600,
5.0,,True,"11 27, 2017",A1GK14SO1O1DS0,1609580834,{'Format:': ' Paperback'},R. Agatone,Excellent,Five Stars,1511740800,
5.0,,True,"11 25, 2017",A2JTL3BR3EWO7S,1609580834,{'Format:': ' Paperback'},jackie,daughter likes.  informative.,Five Stars,1511568000,
5.0,,True,"11 5, 2017",A1JNH83EFILB9V,1609580834,{'Format:': ' Paperback'},M. Holts,"Bought this for my 8 year old grand daughter as an introduction to her changing body.  She is an avid reader (reads way above her grade level) so understanding it was not a problem for her.  She really likes it and refers to it often.  It also opens the door for discussion with me or with her mom about the changes that will be coming so she won't be surprised.  She has already asked a few questions about ""what was it like for you mom"" so she can get information from someone she actually knows too vs ""playground talk"".  A friend recommended this book to me and I'm so glad she did!",Easy Read & Wonderful Resource,1509840000,
5.0,,True,"11 1, 2017",A3F5JAUKAL4RRU,1609580834,{'Format:': ' Paperback'},Blonde Babe,Perfect for helping my 8 year old understand and know what to expect in the coming years. It was a great tool to have as we discussed puberty and getting older.,Perfect for helping my 8 year old understand and know ...,1509494400,
5.0,,True,"10 28, 2017",A1O0I9RGV8ZCD9,1609580834,{'Format:': ' Paperback'},Kindle Customer,Well written and illustrated.  Good emphasis on esteem and healthy living.  Who would have thought a health book would have my 7 year old excited about reading each chapter?  Made the training bra experience easy peasy for this grandmother caregiver.,Excellent.  Highly recommended!,1509148800,
4.0,,True,"10 26, 2017",A3UCO5BQLB75Q7,1609580834,{'Format:': ' Paperback'},MN Tigerlily,"Bought this for my 9 year old daughter. We are pretty open, but I thought a book may provide her with more information about things she might be too shy to ask me or just provide her with more information about things I may have forgotten to talk about. This book is easy to read, straightforward, and provides factual information. I looked at ALL the puberty books and read hundreds of reviews before settling on this one.

HOWEVER, there is one aspect of the book I do not like, an aspect that several other reviewers also mentioned. This book is written for 8-9 year olds, yet it brings up many issues one could be made to feel insecure about: wearing glasses, body type, freckles, developing early, etc. My daughter currently has a very healthy self esteem. She doesn't give a thought to whether she's too thin or too fat, and she's always loved her freckles, which we call 'angel kisses.' I don't want it to get into her head that these are things to worry about or dislike about yourself. Before I gave her the book, I told her there were questions about girls not liking certain things about themselves, but you should love yourself just they way you are, as God made us all perfectly imperfect!","Easy reading, factual, but may not be the best book if your little girl is insecure!",1508976000,
5.0,,True,"10 19, 2017",ABWFDNJQFG7MB,1609580834,{'Format:': ' Kindle Edition'},Surah130,"I bought this for my 10 year old daughter. We talk about puberty, as well as other personal issues, so our communication has always been strong. Even though she can come to me for any questions or concerns about her body/mind; I feel that books like this are helpful and give different perspectives that I may not think of. I enjoy information from other sources, and my daughter seems to as well. She said this brought up a lot of what she is noticing with her change (I haven't had a chance to read it yet) and seems more informed on what is going on. It also helped to remind her she's not alone in what she's going through. From what she has told me about this book, it seems to have helped her in a few different ways. I would recommend this to any young girl out there.",Wonderful,1508371200,
5.0,,True,"10 18, 2017",A2X6WMYTYRE130,1609580834,{'Format:': ' Paperback'},Mundie Moms &amp; Mundie Kids Book Reviews,"This book was highly recommended to me by a variety of fiends. It's a great discussion starter about puberty. My daughter and I have talked a lot about puberty. She's often used this book as a reference and come to me for more detailed information. My daughter loved this book.

What I liked about it - it's simply written. It's easy for them to understand. I wish I had had this as a reference when I was my daughter's age.

What I don't like - some of the concepts. I've worked hard to establish positive body images in my home, and both my kids have that. There are some questions posed in this book, which might seem natural to some, that do take away from that positive image. However, it's also a great opportunity to talk more about positive body images, and about why these questions were mentioned.

Overall, this is a great book that does lead into puberty discussions. My daughter has loved this book.",Great Book,1508284800,
4.0,,True,"10 17, 2017",A2GEMLQ30OXR59,1609580834,{'Format:': ' Paperback'},Joe Leon,Explaining puberty to a nine year old is difficult.  This book made it a lot easier.,Four Stars,1508198400,
5.0,,True,"10 17, 2017",A2BNW0ZDZ8CRFQ,1609580834,{'Format:': ' Paperback'},Nicole Brown,Great gift for my 8 year old daughter. I love that she can read and re-read and ask me about any questions she has.,Great gift for my 8 year old daughter,1508198400,
5.0,,True,"10 13, 2017",A1RN56K9DPCWNT,1609580834,{'Format:': ' Paperback'},Amy Norton,"This book was recommended to me by my sister-in-law to help start the conversation with my daughter about all of the changes she will experience in the next few years.  My daughter is reading the book on her own, and I've been checking in two or three times a week to see if she has any questions, which she always does.  Growing up can be strange and sometimes a little scary.  Knowledge of what to expect is helping to eliminate any fears.  I highly recommend this book for moms and daughters.  I would especially recommend this book for single dads; as it would help you tremendously.",Great book!!,1507852800,
5.0,,True,"10 12, 2017",A3FHR6ORDXYS0I,1609580834,{'Format:': ' Paperback'},Cyntia,"Great book, my daughter loved it!",WE LOVE IT!,1507766400,
5.0,,True,"10 11, 2017",AL0O58G4Y58IT,1609580834,{'Format:': ' Paperback'},Bobbie Irene Eckert,excellent,Five Stars,1507680000,
4.0,,True,"10 11, 2017",A2RQ5LCP5YSEPL,1609580834,{'Format:': ' Paperback'},Msteryhell,"my daughter dove into this immediately - she needed something to give her the info on how her body will change, particularly since some of her friend's body's are already changing.  this was appropriate for her at the young age of 8.",my daughter dove into this immediately - she needed something ...,1507680000,
5.0,,True,"10 7, 2017",A3UVRYJDVCHF47,1609580834,{'Format:': ' Paperback'},Sasha,You definitely will not be disappointed! Please get this for your teenagers and preteens! This book and also the second one is really engaging and helpful. It will definitely say the things you want to say and cannot.,Great!,1507334400,
5.0,,True,"09 30, 2017",A257NYSIFQDBQQ,1609580834,{'Format:': ' Paperback'},Megan M. Jeffries,Bought for my 10 year old.  She read it through and asked me a few questions here and there.  Very age appropriate for a 10 year old.  She isn't into boys and hasn't really started puberty and this was a nice way for her to get some questions answered without having to rely on me for everything.  It is a good place to start a conversation.  She needed to start working on her hygiene and I think this helped with that as my reminders were just going over her head.  Sometimes kids are better about learning from another source and I'm glad there are good resources out there for that.,She isn't into boys and hasn't really started puberty and this was a nice way for her to get some questions answered without ...,1506729600,
5.0,,True,"09 29, 2017",A1PN51CCZOPRIQ,1609580834,{'Format:': ' Paperback'},Amazon Customer,"We have owned the book for a year and half. I saw my daughter kept going to it for advises.  We have a great relationship but I know there are times when she just want to read and think on her own, and she got a good book to go to.  I am buying book 2.",My girl used it often,1506643200,
5.0,,True,"09 26, 2017",A3AHG0LEH0VAXI,1609580834,{'Format:': ' Paperback'},Paul Jaussi,Had great info and handled growing up subjects appropriately. Gave a good starting point for my daughter and I to have several conversations.  We just bought book two.,Had great info and handled growing up subjects appropriately,1506384000,
4.0,,True,"09 26, 2017",AJ59LQARKI7WC,1609580834,{'Format:': ' Paperback'},April,Great introduction to the teenage years/changes,Four Stars,1506384000,
4.0,,True,"09 22, 2017",A3TH760J27V2CH,1609580834,{'Format:': ' Paperback'},Spinclassdoctor,This book was very helpful for my nine-year-old daughter who had questions about puberty and taking care of her body. I sort of wish the chapter on the menstrual cycle was a tear out section. Then the section could be removed for younger girls and added back in when the girls are old enough to read about it. Nothing in the book is inappropriate but she is a little too young to learn about the menstrual cycle. Not quite ready yet.,"Good book, wish the menstrual cycle part was an add on section",1506038400,
5.0,,True,"09 12, 2017",A38DPOTZU1FXID,1609580834,{'Format:': ' Paperback'},CJ,Bought for educational purposes per pediatrician advice,Five Stars,1505174400,
5.0,,True,"09 7, 2017",A2EA6WP50NQOCS,1609580834,{'Format:': ' Paperback'},Stephanie Ricketts,"My 8 yr old understands it and so far it is helping her understand. She is an early bloomer like I was, this is so helpful.",She is an early bloomer like I was,1504742400,
5.0,8,True,"09 4, 2017",A2QRP21A6IWBUA,1609580834,{'Format:': ' Paperback'},J. Lietz,"My 10 year old keeps asking me when she's going to start puberty and what it all means. I keep telling her ""In about 25 pounds from now"" because she's so skinny, but that's not cutting the mustard. For kids who like to ask the same esoteric question 492,309 times, this book lets them read the same answer over and over. It's medically factual and easy for a 5th grader to understand. It also encourages the kids to follow up with parents for more questions.",Explains puberty basics for girls,1504483200,
5.0,,True,"09 3, 2017",A2GDIIMRISTGN,1609580834,{'Format:': ' Paperback'},amelia pearn,This was a great book to open up conversations with my daughter.,A great book that is well crafted.,1504396800,
5.0,,True,"09 1, 2017",A3OGHIV30LPST7,1609580834,{'Format:': ' Paperback'},Colorado_Mommy,Very informative book for my daughter to read and learn about changes in her body and her life.,Great informative book for young girls,1504224000,
5.0,,True,"08 25, 2017",A2FV1P3HF4R20M,1609580834,{'Format:': ' Paperback'},Sarah V.,My daughter loves this book. It has generated many important dialogues.,Five Stars,1503619200,
5.0,,True,"08 9, 2017",A2JKPQ3Z643NQO,1609580834,{'Format:': ' Paperback'},Avalon33,"What a great source of info for a young lady, this was a perfect way to start important conversations and lay everything out in a matter of fact way. My daughter enjoyed ""reading about herself"" and has been enthusiastic to further her hygiene habits. She also enjoyed the accompanying journal.",Just perfect,1502236800,
5.0,6,True,"08 9, 2017",A3W45XDYFRHLI3,1609580834,{'Format:': ' Paperback'},PapaBear615,"I have two daughters, and with the oldest recently turning 10 years-old, she is beginning to experience a lot of the changes we all know are bound to happen.  Given the fact that I divorced their mother several years ago, and despite being re-married to a woman who is a great support system for the girls, I have largely raised my girls from the perspective of their father, their friend, their sports coach, as well as playing the role of a mom in many ways.

I have an incredible relationship with my daughters, and we talk about everything--because of their surroundings resulting from the divorce, they've been forced to grow up quickly like many children today.  I do my best on a daily basis to prepare them and to treat them with dignity, respect, care, love, and guidance.  With that said, I don't have all of the answers, and while I can research things and explain them from an outsider's perspective, this book is a fantastic resource for several reasons:

1.) The content - it covers a lot in a small package, topics ranging from changing bodies to eating habits, exercise, and hygiene guidance.
2.) The ease of presentation - my daughter ADORES the way the book is presented.  She feels very comfortable laying in bed at bedtime and reading a section or two with me, and having comfortable dialog about often-times uncomfortable content for a 10yo.
3.) The portrayal of not being alone - One of my favorite components of this book, is that through the verbiage and imagery, it's clear that no girl is unique in encountering these issues, but they ARE very unique in when, what, and how... it doesn't make my girl feel weird about the content.

I read voraciously and review from time to time, but I really do insist that parents scoop this one up... it's a very valuable buy.","You're not alone, kiddo!",1502236800,
